"ave_orton_cone_id","SiO2","Al2O3","B2O3","Li2O","K2O","Na2O","KNaO","MgO","CaO","SrO","BaO","ZnO","PbO","P2O5","Cr2O3","MnO","MnO2","FeO","Fe2O3","CoO","NiO","CuO","Cu2O","TiO2","ZrO2","SnO2"
29,60.09,8.43,3.63,0.00,4.41,0.66,5.07,0.57,17.86,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,4.29,0.00,0.00,0.00,0.00
32,68.95,6.38,0.00,0.00,6.37,0.00,6.37,3.86,10.96,0.00,0.00,3.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,62.77,11.48,0.00,0.00,4.98,0.00,4.98,0.00,9.74,0.00,0.00,11.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,67.61,8.84,0.00,0.00,1.31,1.53,2.84,0.10,11.70,0.00,0.00,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.05,0.00,0.00
31,69.22,9.84,0.00,0.00,1.46,4.72,6.18,0.16,5.69,0.00,0.00,8.15,0.00,0.00,0.09,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,57.11,13.83,3.39,0.00,3.18,4.27,7.45,4.63,12.27,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,63.93,8.28,5.41,0.00,0.00,6.75,6.75,0.00,15.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,60.70,12.24,0.00,3.33,0.63,1.76,2.38,1.18,13.54,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.13,1.81,0.00,0.00,0.00,4.63,0.00,0.00
33,55.97,14.79,0.00,0.00,0.54,4.27,4.82,3.03,15.40,0.00,0.00,0.00,0.00,0.12,0.00,0.13,0.00,0.00,0.44,0.00,0.00,0.00,0.00,5.30,0.00,0.00
30,55.29,4.28,0.00,0.89,1.34,2.33,3.67,0.00,8.51,0.00,0.00,22.51,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.93,0.00,3.69,0.00,0.00
30,55.81,4.32,0.00,0.90,1.35,2.35,3.71,0.00,8.59,0.00,0.00,22.72,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,3.72,0.00,0.00
30,66.75,4.52,5.01,0.00,0.55,4.83,5.37,0.10,14.27,0.02,0.64,0.93,0.00,0.00,0.01,0.00,0.00,0.02,0.09,0.00,0.00,0.00,0.00,0.16,0.00,2.10
34,73.21,9.66,0.00,0.00,2.10,2.43,4.53,5.31,7.08,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.12,0.00,0.00
30,62.97,1.88,20.00,0.00,0.25,6.07,6.32,0.01,0.66,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,8.14,0.00,0.00,0.00,0.00,0.02,0.00,0.00
29,59.71,6.20,2.53,0.00,3.18,1.86,5.04,2.39,7.49,0.00,0.00,8.07,0.00,0.01,0.00,0.00,0.00,0.00,0.85,0.28,0.00,0.00,0.00,7.43,0.00,0.00
29,66.67,5.85,2.48,0.00,5.81,0.42,6.23,6.73,8.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.00,0.26,0.00,0.01,3.51,0.00
33,66.84,9.48,0.00,0.00,2.20,4.79,6.99,2.76,8.98,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.99,0.00,2.39,0.56,0.00,0.00,0.00,0.02,0.00,0.00
33,65.24,8.03,0.00,0.00,4.39,2.00,6.39,2.59,7.57,0.00,0.00,0.00,0.00,0.01,0.00,0.00,6.34,0.00,3.81,0.00,0.00,0.00,0.00,0.02,0.00,0.00
30,64.02,6.56,0.00,0.00,4.98,0.07,5.04,0.07,10.13,0.00,0.00,9.93,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,4.22,0.00,0.00
30,60.09,7.56,0.00,0.00,1.33,4.30,5.63,0.14,10.16,0.00,0.00,9.62,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.00,2.64,0.00,4.10,0.00,0.00
30,59.69,8.14,0.00,6.59,0.05,0.13,0.17,0.07,9.48,0.00,0.00,9.26,0.00,0.04,0.00,0.01,0.00,0.00,0.05,0.00,0.00,2.54,0.00,3.95,0.00,0.00
32,56.69,12.70,0.00,0.00,5.53,0.00,5.53,0.00,17.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.66,0.00,0.00,0.00,6.23,0.00,0.00
34,63.96,1.94,1.37,0.00,1.20,8.02,9.22,0.00,3.31,0.00,0.00,20.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,53.79,6.66,16.35,0.00,4.19,5.09,9.28,0.19,13.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,60.33,16.68,4.44,0.00,0.00,2.22,2.22,9.73,0.00,0.00,0.00,6.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,60.19,13.34,3.45,0.00,1.08,4.48,5.56,5.51,8.69,0.01,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.86,0.00,0.00
21,57.18,7.73,13.04,2.81,2.77,1.08,3.85,0.07,15.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.00,0.00
30,56.36,9.37,5.09,0.00,1.66,5.09,6.75,0.17,12.95,0.00,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.09,0.00,3.76
30,62.43,9.26,0.00,3.79,3.61,0.05,3.66,0.06,11.84,0.00,3.98,4.83,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.10,0.00,0.00
30,62.03,7.39,2.76,0.00,0.92,3.49,4.41,0.53,16.83,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.27,0.00,4.73,0.00,0.00
30,58.87,12.32,0.00,0.00,6.98,0.00,6.98,9.16,5.93,0.00,0.00,4.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00,0.00
29,72.94,5.57,2.85,0.00,2.21,2.11,4.33,0.54,13.19,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.35,0.00,0.00,0.02,0.00,0.00
27,59.13,0.00,10.39,0.00,0.00,5.19,5.19,6.79,11.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,68.50,6.40,0.00,2.22,2.39,0.88,3.27,0.00,12.43,0.00,4.01,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,3.10
33,62.64,7.70,0.00,0.00,2.24,1.01,3.26,5.96,13.74,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,6.28,0.00,0.00
27,58.46,7.25,7.43,0.00,0.56,3.74,4.30,10.58,6.30,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,5.05,0.00,0.00,0.00,0.00,0.21,0.00,0.00
27,59.03,7.34,7.52,0.00,0.57,3.78,4.35,10.67,6.38,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,4.06,0.00,0.00,0.00,0.00,0.21,0.00,0.00
27,57.32,7.64,7.85,0.00,0.60,3.94,4.54,11.12,6.62,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,4.25,0.00,0.00,0.00,0.00,0.23,0.00,0.00
27,56.65,7.56,7.76,0.00,0.59,3.90,4.49,11.01,6.56,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,0.00,0.22,0.00,0.00
34,76.08,9.12,0.00,0.00,2.15,2.09,4.24,1.14,0.87,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,5.29,0.00,0.00,0.00,0.00,0.49,0.00,0.00
30,66.48,6.09,2.22,0.00,3.49,4.24,7.73,2.88,7.33,2.10,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.92,0.00,2.13,0.00,0.00
30,62.45,8.37,5.10,0.00,3.60,2.62,6.22,1.33,16.35,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05,0.00,0.00
33,64.80,11.20,0.00,0.00,5.54,2.27,7.81,0.15,13.24,0.00,0.00,0.00,0.00,0.12,0.81,0.00,0.00,0.00,0.80,1.04,0.00,0.00,0.00,0.03,0.00,0.00
32,67.95,8.65,0.00,0.00,1.99,2.68,4.67,0.00,7.59,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,69.91,7.06,5.17,0.00,1.80,3.41,5.21,2.52,9.06,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.06,0.00,0.00
29,71.57,7.55,4.77,0.00,0.66,3.44,4.10,1.56,10.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,0.00
29,56.62,13.55,0.00,0.00,2.36,7.42,9.77,19.26,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.34,0.00,0.00
32,57.40,12.97,3.58,0.00,3.12,2.20,5.32,8.56,12.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,66.22,7.81,0.00,0.00,1.10,5.32,6.42,5.80,5.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,2.48,0.00,0.00,0.00,0.00,5.00,0.00,0.00
30,65.40,7.30,1.59,0.00,6.19,0.27,6.46,0.36,11.74,0.00,0.00,5.32,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.00,1.72,0.00,0.01,0.00,0.00
34,74.62,5.82,0.00,0.00,3.70,1.69,5.39,0.00,14.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,74.62,5.82,0.00,0.00,3.70,1.69,5.39,0.00,14.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,66.50,6.15,4.36,0.00,6.15,0.00,6.15,3.72,8.08,0.00,0.00,5.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,60.05,10.35,0.00,0.00,3.36,1.53,4.90,4.82,13.59,0.00,0.00,0.00,0.00,2.72,0.00,0.00,0.00,0.00,3.54,0.00,0.00,0.00,0.00,0.02,0.00,0.00
32,53.60,12.36,0.00,0.00,0.00,0.00,0.00,8.99,15.20,0.00,0.00,0.00,0.00,4.56,0.00,0.00,0.00,0.00,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,62.46,7.19,0.00,0.00,2.45,0.91,3.35,10.42,7.70,0.00,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,2.44,0.00,0.00,3.81,0.00,0.00
33,66.16,7.05,0.00,0.00,2.25,1.14,3.39,4.27,15.79,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.11,0.00,0.00,2.96,0.00,0.04,0.00,0.00
32,68.02,10.29,0.03,0.00,1.97,1.19,3.15,0.46,16.70,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,62.70,7.42,1.61,1.30,1.28,5.00,6.27,8.05,9.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,2.72,0.00,0.00,0.00,0.00,0.00,0.00
33,54.94,8.97,0.00,0.00,0.50,2.91,3.41,6.17,25.56,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.30,0.00,0.00
33,63.70,7.54,1.63,1.32,1.30,5.08,6.37,8.17,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,60.97,13.38,0.00,0.00,4.50,2.04,6.55,0.04,15.49,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.25,0.64,0.00,0.00,0.00,2.65,0.00,0.00
30,59.54,10.07,2.98,0.00,5.82,0.50,6.32,0.67,2.68,0.00,7.75,0.00,0.00,0.01,0.00,0.00,0.00,1.59,2.42,0.09,0.00,0.00,0.00,5.87,0.00,0.00
29,67.48,6.25,0.00,0.00,1.37,2.94,4.32,0.11,10.40,0.00,0.00,10.09,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,1.25,0.00,0.06,0.00,0.00
29,67.50,7.50,0.00,0.00,3.04,1.47,4.51,0.12,13.99,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,6.34,0.00,0.00,0.00,0.00,0.03,0.00,0.00
20,58.00,8.75,7.80,0.00,0.80,5.63,6.43,0.11,16.63,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.03,0.00,2.18
34,60.56,13.59,0.00,0.00,2.96,9.96,12.92,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,12.02,0.00,0.00
31,61.28,9.54,5.21,0.00,4.36,3.01,7.38,2.68,12.14,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,1.71,0.00,0.02,0.00,0.00
31,61.28,9.54,5.21,0.00,4.36,3.01,7.38,2.68,12.14,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,1.71,0.00,0.02,0.00,0.00
30,54.64,2.24,1.01,2.49,1.30,6.18,7.48,1.66,5.75,0.00,0.00,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.08,1.52,0.00,0.00,0.00,5.19,0.00,0.00
34,59.10,11.17,0.00,0.00,4.14,1.89,6.03,0.18,11.92,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,5.95,0.00,0.00
34,59.78,10.89,0.54,0.00,4.26,2.02,6.28,0.17,10.69,4.46,0.00,1.72,0.00,0.02,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,5.36,0.00,0.00
33,57.99,11.29,0.59,4.29,2.33,1.16,3.48,0.26,12.15,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,5.18,0.00,0.00
30,69.98,7.19,5.08,0.00,1.78,3.42,5.20,2.54,8.93,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.06,0.00,0.00
34,63.61,13.32,0.00,0.00,2.22,4.37,6.59,7.91,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,47.49,5.65,0.00,0.00,4.71,0.03,4.73,0.03,15.85,0.00,0.00,20.48,0.00,1.72,0.00,0.00,0.00,0.00,3.99,0.00,0.00,0.00,0.00,0.05,0.00,0.00
29,60.38,7.28,4.05,1.96,0.97,2.52,3.49,4.42,11.87,0.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.94,0.00,1.94
30,64.64,9.84,4.12,0.00,0.23,2.14,2.37,0.05,18.74,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00
30,60.03,8.65,4.66,0.00,0.19,1.73,1.92,0.05,18.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.32,0.00,0.00,2.02,0.00,4.30,0.00,0.00
34,57.18,12.85,0.00,0.00,0.05,7.79,7.84,5.33,12.83,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.00,3.81
16,38.30,4.78,29.68,0.00,3.01,7.24,10.25,0.14,16.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,60.58,10.16,2.17,0.00,0.95,3.53,4.48,2.90,19.53,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.08,0.00,0.00
30,54.65,5.92,3.87,0.00,1.45,3.48,4.92,9.36,13.11,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,1.56,4.68,0.00,0.00,0.00,0.00,0.03,0.00,0.00
34,62.80,3.60,1.14,0.00,1.02,6.67,7.69,0.01,2.77,0.00,0.00,18.14,0.00,0.01,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.55,0.00,3.09,0.00,0.00
30,62.95,8.32,0.00,0.00,5.37,0.00,5.37,8.12,8.12,2.53,0.00,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,61.64,5.12,0.00,0.00,0.09,0.25,0.34,14.24,8.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.41,0.00,0.00,0.00,0.00,0.72,0.00,0.00
26,40.25,5.81,4.84,0.00,0.32,2.44,2.77,0.12,5.26,0.00,22.15,16.12,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,2.60,0.00,0.00,0.01,0.00,0.00
34,70.30,9.01,0.00,0.00,1.64,4.56,6.19,0.09,0.20,0.00,0.00,14.14,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.02,0.00,0.00
29,61.97,9.09,7.65,0.00,0.99,6.88,7.87,0.08,8.56,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.99,0.81,0.00,0.00,0.00,2.95,0.00,0.00
32,60.57,13.72,0.00,0.00,3.54,4.75,8.30,0.00,7.80,0.00,0.00,9.57,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,61.25,9.40,4.24,0.00,1.76,0.98,2.75,8.55,13.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,69.73,6.50,5.01,0.00,2.58,1.72,4.30,4.93,9.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,58.74,8.37,0.78,4.73,3.22,1.95,5.17,1.83,14.44,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,5.52,0.00,0.00
30,64.42,9.54,4.35,0.00,0.20,1.67,1.88,0.06,19.52,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00
30,64.18,9.25,4.98,0.00,0.20,1.85,2.05,0.05,19.27,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.09,0.00,0.00
30,67.74,7.10,4.31,0.00,2.01,2.36,4.37,5.95,10.38,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.06,0.00,0.00
30,71.00,7.91,0.00,0.00,1.19,3.79,4.99,0.08,7.76,0.00,0.00,8.17,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.03,0.00,0.00
30,70.37,6.77,5.74,0.00,2.25,3.09,5.34,2.66,8.99,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.05,0.00,0.00
30,65.14,6.17,3.17,0.00,0.73,3.58,4.32,0.15,17.30,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.18,0.00,3.40
30,61.98,4.70,11.93,0.00,0.11,4.90,5.01,0.10,10.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,2.22,0.00,0.00
30,66.52,4.09,6.84,0.00,0.16,3.49,3.65,4.64,7.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.44,0.00,0.00,0.00,0.00,1.35,0.00,0.00
30,61.16,6.10,8.37,0.00,1.87,2.21,4.08,5.26,9.43,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.07,5.39,0.00
30,52.80,12.07,5.99,8.75,0.00,0.00,0.00,0.00,5.99,0.00,14.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,53.60,12.39,2.42,0.00,1.22,5.15,6.37,0.06,12.35,0.00,0.00,12.33,0.00,0.00,0.46,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,53.58,10.83,1.07,0.00,2.92,4.45,7.37,0.00,13.97,0.00,0.00,11.93,0.00,0.00,0.27,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,65.94,14.79,0.00,0.95,3.13,10.16,13.28,0.08,1.88,0.00,0.00,2.56,0.00,0.39,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.00,0.00,0.07,0.00,0.00
30,52.73,12.10,0.00,0.00,4.84,1.84,6.68,0.00,7.94,0.00,0.00,20.53,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,76.87,7.68,0.00,0.00,3.00,1.57,4.57,0.01,10.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.02,0.00,0.00
30,78.86,7.89,0.00,0.00,2.60,1.34,3.94,0.02,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.03,0.00,0.00
31,80.35,8.04,0.00,0.00,2.31,1.17,3.48,0.03,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.04,0.00,0.00
29,53.80,3.13,0.79,4.88,1.08,5.91,7.00,3.63,17.18,0.00,0.00,0.00,0.00,2.09,0.00,0.00,0.00,0.00,7.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,72.65,9.08,0.00,0.00,3.55,1.85,5.40,0.02,12.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.02,0.00,0.00
26,72.69,8.17,0.00,0.00,3.52,1.86,5.38,0.01,12.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.01,0.00,0.00
32,81.53,8.12,0.00,0.00,2.07,1.03,3.11,0.04,7.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.05,0.00,0.00
29,64.19,7.91,2.47,0.00,0.03,7.14,7.18,4.87,6.76,0.00,0.00,1.76,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,1.67,0.00,0.00,3.14,0.00,0.00
32,63.34,7.54,0.00,2.63,1.31,3.06,4.37,5.22,9.50,0.00,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,82.43,8.25,0.00,0.00,1.88,0.92,2.79,0.04,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.06,0.00,0.00
34,83.19,8.32,0.00,0.00,1.70,0.82,2.52,0.04,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.06,0.00,0.00
30,52.85,9.55,4.49,0.00,2.00,8.73,10.73,0.17,17.58,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,4.49
37,67.88,3.46,0.00,0.00,2.66,0.66,3.32,2.53,22.09,0.00,0.00,0.00,0.00,0.55,0.00,0.06,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.06,0.00,0.00
35,70.46,5.22,0.60,0.00,3.92,0.62,4.54,1.20,17.47,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.12,0.00,0.00
30,62.67,7.92,4.71,0.00,1.80,3.13,4.93,0.16,19.41,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.07,0.00,0.00
30,64.11,11.33,0.00,0.22,1.93,6.17,8.10,0.24,6.99,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,5.21,0.00,0.00
30,61.51,6.74,4.57,1.93,0.05,2.30,2.35,0.03,16.28,0.00,0.00,6.45,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00
34,61.34,6.78,0.00,0.00,1.05,2.47,3.52,3.76,24.52,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.00,0.00
29,56.82,8.71,4.66,1.80,1.59,1.45,3.04,7.78,10.87,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.07,2.39,2.90
29,67.24,5.93,5.47,0.00,1.39,4.12,5.51,1.24,6.77,0.00,2.24,2.72,0.00,0.01,0.00,0.00,0.00,0.00,1.12,0.00,0.00,1.13,0.00,0.61,0.00,0.00
29,66.16,7.22,4.12,0.00,4.07,2.35,6.42,10.12,5.83,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.03,0.00,0.00
30,64.13,8.70,4.44,0.00,0.32,1.95,2.27,0.03,20.32,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00
28,59.87,6.09,13.81,0.00,0.17,2.39,2.56,3.19,12.44,0.00,0.00,0.00,0.00,0.03,0.96,0.00,0.00,0.00,0.12,0.91,0.00,0.00,0.00,0.05,0.00,0.00
