id,name,material_type_concatenated,surface_type,transparency_type,from_orton_cone,to_orton_cone,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol
2523,Wolff Plum,Iron,Glossy,,6,6,64.9891,9.4848,3.4613,0,4.5102,2.6193,7.1296,0,0.7807,9.3559,0,0,0,0,0.0063,0,0,0,0,0,0,4.7811,0,0,0,0,0,0.0113,0,0,0
2524,Wolff Cream Gloss,Glaze,Glossy,,6,6,59.4478,5.7269,8.2681,0,3.3219,2.7553,6.0772,0,1.998,14.918,0,0,0,0,0.0151,0,0,0,0,0,0,1.0882,0,0,0,0,0,2.4609,0,0,0
2526,Wine Red,Red,Glossy - Semi,,6,6,60.7025,5.9794,5.8942,0,0.6351,2.833,3.4681,0,1.3584,20.0309,0,0,0,0,0.0108,0,0,0.072,0,0,0,0.0456,0,0,0,0,0,0.0192,0,0,2.419
2527,Selsor Ohata Red,"Iron - Kaki, Tomato Red",Glossy - Semi,,6,6,58.604,7.6395,1.0621,3.7617,3.8196,1.9142,5.7338,0,3.239,13.7585,0,0,0,0,2.8857,0,0,0,0,0,0,3.3122,0,0,0,0,0,0.0035,0,0,0
2528,Selsor Matte 1,Matte,Matte - Semi,,6,6,52.1484,13.2407,3.8203,0,1.8124,4.0553,5.8677,0,10.1198,14.5119,0,0,0,0,0.045,0,0,0,0,0,0,0.1291,0,0,0,0,0,0.117,0,0,0
2529,Selsor Sexy Black,Black,Glossy,,6,6,70.9895,8.5175,0,0,1.8552,4.023,5.8782,0,0.0559,8.9007,0,0,0,0,0.0079,0,0,0,0,1.6565,0,3.9732,0,0,0,0,0,0.0205,0,0,0
2530,Selsor Paul's Yellow Matte,Yellow,Matte,,6,6,33.5108,1.5891,12.9448,0,0.0159,6.477,6.4929,0,4.7259,21.342,0,8.7865,0,0,0.0079,0,0,0,0,0,0,0.0207,0,0,0,0,0,0.0207,0,10.5586,0
2531,Pike Oatmeal,"White, Off-White",Matte - Semi,,6,6,68.5654,5.494,3.3083,0,2.7164,1.7765,4.4929,0,10.378,5.4622,0,0,2.2449,0,0.006,0,0,0,0,0,0,0.0374,0,0,0,0,0,0.0108,0,0,0
2534,Colemanite Pike Purple Oatmeal,Purple,Matte - Semi,,6,6,64.2768,5.2327,6.0662,0,2.5921,1.1819,3.774,0,9.3171,6.4552,0,0,2.1716,0,0,0,0,0,0,0,0,0.0153,2.6912,0,0,0,0,0,0,0,0
2535,Albany Dark Blue Flecks,Blue,Glossy,,6,6,61.9176,8.9228,4.4309,0,2.1349,1.5355,3.6704,0,5.1276,10.3428,0,0,0,0,0.0081,0,0,0,0,0,0,2.032,3.2259,0,0,0,0,0.3219,0,0,0
2536,Gerstley Green,Green,Glossy,,6,6,57.101,6.1349,14.0926,0,0.1561,2.3631,2.5192,0,3.1784,12.6639,0,0,0,0,0.0257,0,0,0,0,0,0,0.2279,0,0,0,1.5351,0,2.5213,0,0,0
2537,Iguana Green,Green,Glossy,,6,6,55.2301,6.337,6.6528,0,2.0365,10.8943,12.9308,0,1.3285,8.0307,0,0,0,0,0.01,0,0,0,0,0,0,0.0683,0,0,1.534,0,0,0.0178,0,0,7.86
2538,Lewing Raspberry,Clear,Glossy,,6,6,60.8865,5.6456,4.3458,0,2.1022,2.3832,4.4853,0,5.0476,19.4781,0,0,0,0,0.0158,0,0,0,0,0,0,0.0572,0,0,0,0,0,0.0379,0,0,0
2539,Selsor Turquoise,Turquoise,Matte,,6,6,47.9605,10.1727,0,14.5621,2.1744,7.0389,9.2133,0,0.1107,0.5552,15.722,0,0,0,0,0,0,0,0,0,0,0.0277,0,0,1.676,0,0,0,0,0,0
2541,Colemanite Emily Blue,Blue,Glossy - Semi,,6,6,57.6017,5.9523,9.3419,0,2.6422,1.2205,3.8627,0,10.2514,8.7241,0,0,0,0,0,0,0,0,0,0,0,0.0651,1.794,0,0,0,0,0.0979,0,2.3089,0
2543,Colemanite Persimmon,"Iron - Kaki, Tomato Red",Matte,,6,6,47.7888,5.973,24.3058,0,0.0597,1.1609,1.2206,0,0.0418,16.2703,0,0,0,0,0.0299,0,0,0,0,0,0,4.2921,0,0,0,0,0,0.0776,0,0,0
2544,Colemanite Floating Blue,Blue,Glossy,,6,6,57.7641,8.7721,12.9622,0,1.5341,4.9848,6.5189,0,0.143,9.06,0,0,0,0,0,0,0,0,0,0,0,0.9942,0.8197,0,0,0,0,2.9658,0,0,0
2545,Wolff Cream Gloss 1,"White, Off-White",Glossy,,6,6,63.4514,6.1444,9.8201,0,1.5255,5.7265,7.252,0,2.3536,10.8515,0,0,0,0,0.0173,0,0,0,0,0,0,0.0574,0,0,0,0,0,0.0523,0,0,0
2546,Speckled Blue,Blue,Glossy,,6,6,61.2121,7.5266,12.6144,0,0.2117,2.1368,2.3486,0,2.8954,11.4004,0,0,0,0,0.059,0,0,0,0,0,0,0.1758,1.633,0,0,0,0,0.1347,0,0,0
2547,Rodgers Wine Purple,Purple,Glossy,,5,6,60.156,5.9256,5.8411,0,0.6294,2.8075,3.4369,0,1.3461,19.8506,0,0,0,0,0.0107,0,0,0.0713,0,0,0,0.0452,0.9002,0,0,0,0,0.019,0,0,2.3973
2548,Lewing Sana Green,Green,Glossy,,6,6,61.665,4.8663,5.7829,0,2.1175,1.0234,3.1409,0,2.4157,10.5951,3.5795,0,0,0,0,0,0,0,0,0,0,0.2461,0,0,2.6726,0,0,3.7213,0,0,1.3147
2553,Colemanite Waxy White,"White, Off-White",Satin,,6,6,49.0452,7.6264,9.4892,0,0.9845,3.0939,4.0784,0,9.0173,12.7177,0,0,0,0,0.0158,0,0,0,0,0,0,0.0533,0,0,0,0,0,0.0412,0,7.9154,0
2554,Selsor Waxy Blue,Blue,Satin,,6,6,51.1083,7.4775,4.8723,0,1.0115,3.828,4.8395,0,10.175,10.3404,0,0,0,0,0.024,0,0,0,0,0,0,0.2004,1.0642,0,0,0,0,2.1946,0,7.7039,0
2555,Colemanite Waxy Blue,Blue,Satin,,6,6,47.4268,7.3748,9.1761,0,0.952,2.9918,3.9438,0,8.7197,12.298,0,0,0,0,0.0153,0,0,0,0,0,0,0.1685,1.0573,0,0,0,0,2.1656,0,7.6542,0
2556,Colemanite Cream Gloss,Glaze,Glossy,,6,6,53.3617,5.4347,15.4423,0,3.1829,1.3488,4.5316,0,0.1313,17.6811,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0,0,0,0,2.3982,0,0,0
2557,Rosenrot Red 1,Red,Glossy,,6,6,68.2819,6.1082,3.4051,0,0.5391,3.3372,3.8763,0,0.0519,14.8031,0,0.9222,0,0,0.0188,0,0,0.1576,0,0,0,0.0553,0,0,0,0,0,0.0489,0,0,2.2708
2558,Rosenrot Red 2,Red,Glossy,,6,6,62.7718,5.5419,3.0894,0,0.4891,3.0278,3.5169,0,0.0471,21.8813,0,0.8367,0,0,0.0171,0,0,0.143,0,0,0,0.0502,0,0,0,0,0,0.0444,0,0,2.0603
2559,Rosenrot Red 3,Red,Glossy,,6,6,61.6893,5.4463,3.0361,0,0.4807,2.9756,3.4563,0,0.0462,21.504,0,0.8223,3.7493,0,0.0168,0,0,0.1405,0,0,0,0.0493,0,0,0,0,0,0.0436,0,0,0
2560,Rosenrot Red 4,Red,Glossy,,6,6,67.924,6.0761,3.3872,0,0.5363,3.3197,3.8559,0,0.0516,14.7255,0.9226,0,0,0,0.0187,0,0,0.224,0,0,0,0.055,0,0,0,0,0,0.0486,0,0,2.7107
2561,Adam Clear,Clear,Glossy,,6,6,60.3656,6.9841,14.1067,0,0.1562,2.3655,2.5217,0,3.1816,12.6766,0,0,0,0,0.0257,0,0,0,0,0,0,0.0919,0,0,0,0,0,0.0459,0,0,0
2562,Colemanite Yellow,Yellow,Matte,,6,6,50.0656,6.4595,26.0768,0,0,0,0,0,0,17.3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,Randy Blue,Blue,Glossy,,6,6,65.9798,3.9647,7.9515,0,0.1003,3.8786,3.9788,0,9.1786,7.1563,0,0,0,0,0.0206,0,0,0,0,0,0,0.0677,1.6602,0,0,0,0,0.0418,0,0,0
2565,Clausen Ebony,Iron - Slip-Based,Glossy,,6,6,57.1518,3.7205,14.2962,0,0.7681,11.4448,12.2129,0,0.7269,1.8011,0.0528,1.8239,2.6485,0,0,0,0,0,1.785,0,0.0563,3.3982,0,0,0,0,0,0.3259,0,0,0
2566,Nelson Base,Clear,Glossy,,6,6,65.6604,9.7111,0,0,5.1878,2.379,7.5668,0,3.031,13.8722,0,0,0,0,0,0,0,0,0,0,0,0.0735,0,0,0,0,0,0.0849,0,0,0
2570,Charcoal Satin Matte,Matte,Matte,,6,6,61.6793,9.3869,3.9347,0,0.2176,2.0397,2.2573,0,0.0522,17.8798,0,0,0,0,0.0373,0,0,0,0,0,0,0.3356,0,0,0,0,0,4.4368,0,0,0
2571,Easy White,"White, Off-White",Glossy,,6,6,64.0415,6.5658,4.0843,0,1.3525,2.6517,4.0042,0,0.0316,15.1285,0,0,0,0,0.0226,0,0,0,0,0,0,0.0664,0,0,0,0,0,0.0587,0,5.9965,0
2572,Martens Matte 1,Matte,Matte,,6,6,37.6895,10.6757,0,0,0,0,0,0,0,33.0609,0,0,18.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,Martens Matte 2,Matte,,,6,6,65.8824,11.9924,0,0,4.5245,2.0552,6.5797,0,0.0348,15.3305,0,0,0,0,0.0248,0,0,0,0,0,0,0.0909,0,0,0,0,0,0.0645,0,0,0
2574,Lubbock Black,Black,Glossy,,6,10,64.8427,7.0254,10.7812,0,3.9488,1.7991,5.7478,0,0.0059,8.4703,0,0,0,0,0.0042,0,0,0.4696,0,0,0,1.308,1.3338,0,0,0,0,0.0109,0,0,0
2575,Lubbock White,"White, Off-White",Glossy,,6,6,55.5915,8.6691,12.5053,0,0.0998,6.1772,6.277,0,2.102,10.4249,0,0,0,0,0,0,0,0,0,0,0,0.0666,0,0,0,0,0,0.1306,0,4.233,0
2576,Clausen Dark Blue Gloss,Blue,Glossy,,6,6,59.1151,10.0036,6.9027,0,1.3657,4.6219,5.9875,0,0.6309,16.6757,0,0,0,0,0.0236,0,0,0,0,0,0,0.0822,0.5207,0,0,0,0,0.0579,0,0,0
2577,Tessha Brown,"Iron - Tessha, Hare's Fur",Glossy,,6,6,59.7783,6.0906,4.6686,1.8724,0.6172,2.3444,2.9616,0,4.3016,8.9627,0,0,0.8437,0,0.017,0,0,0,1.3552,0,0,2.6668,1.732,0,1.1115,0,0,3.6381,0,0,0
2578,Red Gold Matte,Matte,Matte,,6,6,55.5154,3.3922,1.646,9.1616,0.7343,2.5942,3.3285,0,2.5812,10.2178,0,0.6188,0,0,0.003,0,0,0,0,0,0,6.4251,0,0,0,0,0,4.1358,0,2.9745,0
2579,Wolff Light Blue,Blue,Glossy,,6,6,56.5093,8.7146,4.3582,3.5222,0,2.179,2.179,0,7.1431,11.8598,0,0,0,0,0,0,0,0,0,0,0,0.1629,0.4093,0,0,0,0,2.9618,0,0,2.1799
2580,Litman Red Brown,Red,,,6,6,62.9868,3.5403,7.956,0,1.4713,1.9629,3.4342,0,8.9529,7.2292,0,0,0,0,0.0204,0,0,0,0,0,0,5.8389,0,0,0,0,0,0.0413,0,0,0
2581,Lubbock Blue Green,Green,Glossy,,6,6,52.1813,8.1286,12.4393,0,0.0952,5.7531,5.8483,0,2.0038,10.2836,0,0,0,0,0,0,0,0.4673,0,0,0,0.0635,4.4246,0,0,0,0,0.1245,0,4.0352,0
2582,Falls Creek Shino 1,Shino,Glossy,,6,6,61.1599,6.1909,5.0161,6.376,1.7754,4.2627,6.0381,0,1.5928,0.751,0.0185,0.64,0.9293,0,0.0625,0,0,0,0,0,3.5761,0,0,0,0,0,0,0.553,0,4.8795,2.2164
2583,F. Carlton Ball's Base,Matte,Matte,,6,6,54.1072,8.3423,0,0,3.5602,2.0716,5.6318,0,0.097,14.0455,0,0,6.0229,0,0,0,0,0,0,0,0,0.6796,0,0,0,0,0,11.0738,0,0,0
2584,Frit EZ clear,Clear,Glossy,,6,6,63.5123,7.3632,11.1076,0,0.0736,5.5758,5.6494,0,0.0516,12.0876,0,0,0,0,0.0368,0,0,0,0,0,0,0.0957,0,0,0,0,0,0.0957,0,0,0
2586,Linda's Moss Black,Black,Glossy - Semi,,6,6,61.6364,8.5794,0.9929,0,1.9895,4.7268,6.7164,0,2.1387,11.5066,0,0,0,0,0.0018,0,0,0,0,0,0,3.3606,0,0,0,0,0,4.3635,0,0.7036,0
2587,Lubbock Honey Brown,Glaze,Glossy - Semi,,6,6,57.6676,7.0317,6.849,5.3911,0.0338,0.1017,0.1354,0,9.5521,7.1678,0,0,0,0,0.0061,0,0,0,0,1.3403,0,0.3096,0,0,0,0,0,4.5493,0,0,0
2588,Cobbled Floating Blue,Blue,Glossy,,6,6,61.8438,9.5941,6.8283,0,1.3708,7.777,9.1478,0,0.1521,7.7794,0,0,0,0,0.0157,0,0,0,0,0,0,0.9876,0.7818,0,0,0,0,2.8695,0,0,0
2589,Hansen Blue Brown,Blue,,,6,6,53.4819,7.9694,7.4193,0,0.0797,3.7335,3.8131,0,0.0558,22.5453,0,0,0,0,0.0399,0,0,0,0,0,0,0.2962,0.7742,0,0,0,0,3.605,0,0,0
2590,Clarke Simple Blue,Blue,Glossy,,6,6,72.007,7.3906,0,0,2.9572,1.3483,4.3054,0,0,14.0823,0,0,0,0,0,0,0,0,0,0,0,0.0174,1.7351,0,0,0,0,0,0,0,0.4621
2591,Ball Rust Orange,Iron,Glossy,,6,6,58.624,6.5003,9.7174,0,5.5769,0.017,5.5939,0,2.3208,10.1906,0,0,4.3059,0,0,0,0,0,0,0,0,1.0666,0,0,0,0,0,0.0526,0,0,1.6278
2592,Roy Clear 1,Clear,Glossy - Semi,,6,6,60.3811,7.5784,5.6984,0,2.2289,1.8966,4.1255,0,7.3721,14.6423,0,0,0,0,0.0307,0,0,0,0,0,0,0.1,0,0,0,0,0,0.0714,0,0,0
2593,Clausen Clear 1,Clear,Glossy - Semi,,6,6,58.3761,0.7604,7.3057,0,0.4246,6.0342,6.4588,0,9.5558,15.1955,0.027,0.9321,1.3535,0,0,0,0,0,0,0,0.0288,0.002,0,0,0,0,0,0.0045,0,0,0
2594,Hesselberth Floating Green,Green,Glossy,,6,6,66.9089,7.7557,5.6967,0,1.0957,4.2981,5.3938,0,1.3374,11.023,0,0,0,0,0.0104,0,0,0.9273,0,0,0,0.0502,0.8779,0,0,0,0,0.0185,0,0,0
2595,Chrome Tin Base,"White, Off-White",Glossy,,6,6,66.3546,7.9894,3.3086,0,0.6265,3.6824,4.3089,0,0.0319,17.9986,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0
2596,Chrome Tin Base Raspberry,Red,Glossy,,6,6,63.8028,7.6822,3.1814,0,0.6024,3.5408,4.1432,0,0.0307,17.3064,0,0,0,0,0,0,0,0.0902,0,0,0,0.0077,0.3456,0,0,0,0,0,0,0,3.4098
2597,Chrome Tin Base Raspberry Blue,Blue,Glossy,,6,6,65.8208,7.9251,3.282,0,0.6215,3.6528,4.2742,0,0.0316,17.8537,0,0,0,0,0,0,0,0,0,0,0,0.2182,0.5943,0,0,0,0,0,0,0,0
2598,Aventurine Brown,Crystalline - Aventurine,Glossy,,6,6,46.4105,2.7153,17.3976,0,0.007,8.7305,8.7375,0,0.0327,18.8405,0,0,0,0,0,0,0,0,0,0,0,5.8659,0,0,0,0,0,0,0,0,0
2600,Robin Egg Blue,Blue,Matte,,6,6,54.3455,8.4658,12.9552,0,0.0991,5.9917,6.0908,0,2.0869,10.7101,0,0,0,0,0,0,0,0.4867,0,0,0,0.0661,0.4608,0,0,0,0,0.1296,0,4.2025,0
2601,Butterscotch,"White, Off-White",Glossy,,6,6,60.2194,5.0606,5.1172,1.6829,0.8624,2.9707,3.8331,0,4.1517,9.7386,0,0,0,0,0,0,0,0,0,0,0,0.2588,0,0,0,0,0,9.9378,0,0,0
2602,EZ Clear,Clear,Glossy,,6,6,60.2523,6.5499,14.1829,0,0.219,2.3968,2.6157,0,3.2421,12.8008,0,0,0,0,0.0568,0,0,0,0,0,0,0.1728,0,0,0,0,0,0.1266,0,0,0
2603,EZ Clear 1,Clear,Glossy,,6,6,66.4811,6.0232,9.0362,0,0.0591,7.2516,7.3108,0,0.047,8.017,0.0333,1.1529,1.674,0,0.0296,0,0,0,0,0,0.0356,0.0769,0,0,0,0,0,0.0824,0,0,0
2605,Deboo Turquoise Yellow,Turquoise,Matte - Semi,,6,6,71.4621,9.9895,2.2906,0,1.217,4.558,5.775,0,0.2092,8.3806,0,0,0,0,0,0,0,0,0,0,0,0.1495,0,0,0.559,0,0,0.268,0,0,0.9165
2608,Clarke Anthracite,Black,Glossy - Semi,,6,6,54.7262,6.228,0,0,4.3177,0.0516,4.3694,0,0.0596,11.5143,0,0,14.0876,0,0,0,0,0,0,0,0,4.2731,0.8402,0,0,0,0,3.9016,0,0,0
2609,Martens Ultra Clear,Clear,Glossy,,6,6,65.5404,8.5842,6.6967,0,2.4802,3.3668,5.8469,0,0.0432,13.0975,0,0,0,0,0.0308,0,0,0,0,0,0,0.0802,0,0,0,0,0,0.0801,0,0,0
2610,Edwards Dolomite Matte,Matte,Glossy - Semi,,6,6,56.1537,10.9492,5.8221,0,0.2926,3.0094,3.302,0,8.0587,15.4635,0,0,0,0,0.0405,0,0,0,0,0,0,0.1052,0,0,0,0,0,0.1052,0,0,0
2611,Edwards Semigloss Base,"White, Off-White",Glossy - Semi,,6,6,52.3332,10.3633,8.7152,0,0,4.3575,4.3575,0,0,20.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4873
2612,Martens Oatmeal,Glaze,Glossy - Semi,,6,6,54.4837,9.962,0,0,3.7183,1.6953,5.4136,0,3.6896,16.6432,0,0,7.1722,0,0,0,0,0,0,0,0,0.1061,0,0.9996,0,0,0,1.5298,0,0,0
2613,Martens Eggshell Matte,Matte,Matte - Semi,,6,6,55.573,12.0755,3.013,0,3.9388,2.2859,6.2247,0,4.9342,18.1216,0,0,0,0,0.0055,0,0,0,0,0,0,0.0427,0,0,0,0,0,0.0098,0,0,0
2614,Behrens Honey Brown,Glaze,Glossy,,6,6,58.8442,8.8521,0,0,7.352,0,7.352,0,0,4.1102,0,6.2036,11.5244,0,0,0,0,0,0,0,0,0,0,3.1135,0,0,0,0,0,0,0
2615,Behrens Satin Matte,Matte,Matte,,6,6,57.3018,5.7609,0,0,4.5786,0,4.5786,0,0,9.2065,0,0,23.1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,Behrens Greenish Slip,Green,Matte,,6,6,63.5053,10.5449,0,0.9164,2.134,0.8108,2.9448,0,4.2237,6.5082,0,0,8.9926,0,0,0,0,0,0,0,0,2.0495,0,0,0,0,0,0.3146,0,0,0
2617,Behrens Barium Base,Clear,Glossy,,6,6,69.7204,7.096,0,0,1.0138,3.2819,4.2957,0,0.0516,2.6128,7.0594,9.1511,0,0,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,0,0
2618,Behrens Barium Base Green,Green,Glossy,,6,6,68.3263,6.9541,0,0,0.9935,3.2163,4.2098,0,0.0506,2.5605,6.9183,8.9681,0,0,0,0,0,0,0,0,0,0.0126,0,0,1.9996,0,0,0,0,0,0
2619,Behrens Barium Base Brown,Glaze,Glossy,,6,6,68.5634,6.9782,0,0,0.997,3.2275,4.2245,0,0.0507,2.5694,6.9423,8.9992,0,0,0,0,0,0,0,0,0,0.0127,0,1.6596,0,0,0,0,0,0,0
2620,Behrens Brown Slip,Iron - Slip-Based,Glossy,,6,6,67.47,8.9946,0.7472,0,2.0793,1.2271,3.3063,0,4.1555,13.0089,0,0,0,0,0,0,0,0,0,0,0,2.0133,0,0,0,0,0,0.3043,0,0,0
2621,Behrens Base 1,Clear,Glossy - Semi,,6,6,63.3285,9.5442,0,0,5.4122,0,5.4122,0,0,21.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,Behrens Stony Matte,Matte,Matte,,6,6,72.4755,7.9942,0,0,5.1603,0,5.1603,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Behrens Base 5,Clear,Matte,,6,6,64.2765,7.593,0,0,4.2692,0,4.2692,0,0,0,0,15.3623,8.4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,Behrens Base 5 Green,Green,Matte,,6,6,62.9216,7.433,0,0,4.1792,0,4.1792,0,0,0,0,15.0384,8.3199,0,0,0,0,0,0,0,0,0,0,0,2.1079,0,0,0,0,0,0
2625,Behrens Base 5 Brown Blue,Blue,Matte,,6,6,63.1517,7.4601,0,0,4.1945,0,4.1945,0,0,0,0,15.0934,8.3503,0,0,0,0,0,0,0,0,0,0,1.7498,0,0,0,0,0,0,0
2626,Behrens Pearl White,"White, Off-White",Glossy,,6,6,61.5916,5.9819,0,8.4292,0,0,0,0,0,0,1.8994,0,16.5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5808,0,0,0
2628,Behrens Titanium White,"White, Off-White",Glossy,,6,6,63.8723,6.4141,0,0,5.0874,0,5.0874,0,0,10.2221,0,0,10.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2932,0,0,0
2629,Behrens Barium Matte,Matte,Matte,,7,7,68.3336,6.4631,0,0,1.1067,3.5827,4.6895,0,1.2527,10.3746,2.5234,5.1095,1.2394,0,0,0,0,0,0,0,0,0.0141,0,0,0,0,0,0,0,0,0
2630,Behrens High Magnesia,Specialty,Matte - Semi,,6,6,62.0303,8.5266,0,8.5021,0,0,0,0,20.9409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,Edwards Red,Red,Glossy,,6,6,60.6555,5.7762,5.46,0,0.4934,3.8783,4.3717,0,1.4026,19.7707,0,0,0,0,0.0201,0,0,0.158,0,0,0,0.0571,0,0,0,0,0,0.0523,0,0,2.2758
2632,Goodrich Cranberry,Red,Glossy,,6,6,66.5683,6.4588,2.808,0,0.9036,3.2243,4.1279,0,0.6934,15.6194,0,0,0,0,0.0172,0,0,0.1486,0,0,0,0.0605,0,0,0,0,0,0.0406,0,0,3.4573
2633,Hamer Matte Brown,Matte,Matte,,6,6,55.2292,10.5444,0,0,1.7184,2.0022,3.7206,0,0.1318,24.1356,0,0,0,0,0,0,0,0,0,0,0,3.4529,0,0,0,0,0,0.071,0,0,2.7145
2634,Tyler Amber Slip,Iron - Amber,Glossy - Semi,,6,6,66.3455,10.2702,2.8517,0,2.407,2.4146,4.8216,0,4.6469,8.7958,0,0,0,0,0.0052,0,0,0,0,0,0,1.957,0,0,0,0,0,0.3061,0,0,0
2635,Cooper Barium Pink Blue,Blue,Matte,,6,6,47.1969,7.8002,0,0,5.9381,0,5.9381,0,0,0,0,19.1323,17.4039,0,0,0,0,0,0,0,0,0,0,2.5286,0,0,0,0,0,0,0
2636,Sharon Cobalt Blue,Blue,Glossy,,6,6,62.9327,6.7421,2.7151,0,1.4564,5.0724,6.5288,0,9.6879,10.4651,0,0,0,0,0.005,0,0,0,0,0,0,0.0358,0.8787,0,0,0,0,0.0088,0,0,0
2637,Zakin Soft Tan Matte,Matte,Matte,,6,6,54.5841,10.6973,0,2.8995,0.074,5.944,6.0179,0,5.9372,5.9221,0,0,0,0,0,0,0,0,0,0,0,0.0493,0,0,0,0,0,0.0967,0,13.7958,0
2639,Clarke Strontium Matte Base Bronze,Matte,Matte,,6,6,60.7403,11.4941,0,0.9695,2.1519,6.7911,8.943,0,0.1584,0.5705,9.6344,0,0,0,0,0,0,0,0,0,0,0.0719,0,0,2.8775,0,0,4.5405,0,0,0
2640,Clarke Strontium Matte Base Blue Green,Green,Matte,,6,6,61.1196,11.5659,0,0.9755,2.1653,6.8335,8.9988,0,0.1594,0.5741,9.6945,0,0,0,0,0,0,0.9415,0,0,0,0.2497,2.4062,0,0,0,0,3.3148,0,0,0
2641,Clarke Strontium Matte Base Graphite,Matte,Matte,,6,6,62.4419,11.8161,0,0.9966,2.2122,6.9813,9.1935,0,0.1629,0.5865,9.9043,0,0,0,0,0,0,0,0,0,0,0.0739,0,0,4.7329,0,0,0.0915,0,0,0
2642,Debrue Bronze,Specialty - Metallic,Matte,,6,6,37.5002,10.5894,0,0,1.3239,0.503,1.8269,0,2.6203,4.0375,0,0,0,0,0,0,0,0,0,27.2638,0,1.2714,0,0,14.6954,0,0,0.1952,0,0,0
2644,Tenmoku Gold 2,Iron - Tenmoku,Matte,,6,6,63.4833,7.5939,0.7085,5.4234,2.0166,2.6993,4.7159,0,2.9208,10.7064,0,0,0,0,0.0027,0,0,0,0,0,0,4.3551,0,0,0,0,0,0.0901,0,0,0
2645,Barringer Super Dry Matte,Matte,Matte,,6,6,59.6285,13.0983,1.4521,6.1718,2.2271,7.401,9.6281,0,0.44,1.8695,7.6668,0,0,0,0.0026,0,0,0,0,0,0,0.0376,0,0,0,0,0,0.0047,0,0,0
2646,Barringer Metallic Black,Black,,,6,6,62.2451,11.0273,2.8148,0,9.6666,0.472,10.1385,0,0.6348,6.2585,0,0,0,0,0.0051,0,0,0,0,2.8149,0,0.0183,1.7541,0,2.2792,0,0,0.0092,0,0,0
2650,Barringer White Slip,"White, Off-White",Matte,,6,6,52.9581,10.894,0.3503,0,1.3925,4.9671,6.3595,0,0.3123,1.2256,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0,0.3167,0,27.3744,0
2652,Burlington Base Glaze,"White, Off-White",Matte,,6,6,60.7383,10.5889,0,2.1981,0.7972,3.4406,4.2378,0,1.344,11.652,2.9001,0,0,0,0,0,0,0,0,0,0,0.7088,0,0,0,0,0,0.3418,0,5.2901,0
2653,Barringer Sheen-O,Shino,Glossy,,6,6,66.4062,15.511,1.3127,4.253,1.9664,7.9117,9.8781,0,0.4667,1.7087,0,0,0,0,0.0024,0,0,0.2289,0,0,0,0.0983,0,0,0,0,0,0.1341,0,0,0
2654,Edwards E-Z 5 Base,Clear,Glossy,,6,6,65.7077,7.962,6.6713,0,1.9743,4.1918,6.1661,0,0.0556,13.2759,0,0,0,0,0.0246,0,0,0,0,0,0,0.073,0,0,0,0,0,0.0639,0,0,0
2658,Cast Iron,Specialty - Metallic,,,6,6,57.5243,5.3048,9.603,0,0.053,4.8173,4.8703,0,0.0371,10.4407,0,0,0,0,0.0265,0,0,0,0,0,0,8.8613,0,0,0,0,0,3.332,0,0,0
2659,Golden Fake Ash,Ash,Glossy - Semi,,6,6,41.8933,10.7493,3.2738,2.3191,1.0853,0.695,1.7803,0,13.235,18.8427,5.1856,0,0,0,1.3128,0,0,0,0,0,0,1.0726,0,0,0,0,0,0.3356,0,0,0
2670,Clausen Snowflake,Glaze,Glossy,,6,6,60.9508,6.0278,0,0,4.1801,0.05,4.2301,0,0.0577,11.2825,0,0,13.6358,0,0,0,0,0,0,0,0,0.1309,0,0,1.5851,0,0,1.5694,0,0.5298,0
