id,name,material_type_concatenated,surface_type,transparency_type,from_orton_cone,to_orton_cone,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol
16305,Shiny Opal Blue 117/2,Blue - Rutile,,Semi-opaque,6,6,65.9969,6.5334,5.3306,0,1.6102,4.2823,5.8925,0,1.24,6.4057,0,2.1042,2.5522,0,0.0097,0,0,0,0,0,0,0.2141,0.5821,0,0,0,0,3.1385,0,0,0
16306,AC CMB15 Red base +cobalt,Glaze,Matte - Smooth,Opaque,6,6,64.8924,9.4551,0,0,4.654,0.1001,4.7541,0,0.6041,11.157,0,0,7.2441,0,0.0391,0,0,0,0,0,0,0.6928,0.9181,0,0,0,0,0.2433,0,0,0
16313,Ginger Clear,Clear,Glossy,Transparent,6,10,64.5693,8.1433,4.3968,4.2641,1.7011,2.9721,4.6731,0,0.0085,4.8546,0.8982,0,8.1444,0,0.0061,0,0,0,0,0,0,0.0258,0,0,0,0,0,0.0158,0,0,0
16328,"Pinnell Strontium matte base +0.5 Cobalt Ox, 3 Rutile",Glaze,Matte - Smooth,Opaque,6,6,63.5027,12.0168,0,1.0135,2.2497,7.0999,9.3497,0,0.1656,0.5964,10.0725,0,0,0,0,0,0,0,0,0,0,0.2134,0.4631,0,0,0,0,2.6063,0,0,0
16330,"Alisa's WoDo White +0.5 Co. Ox, 3 Rutile",Matte - Magnesium Matte,Matte,Opaque,6,6,53.5407,11.6016,0,0,1.8619,5.673,7.5349,0,9.9828,14.0278,0,0,0,0,0,0,0,0,0,0,0,0.2478,0.4487,0,0,0,0,2.6156,0,0,0
16336,kook,Green - Copper,Glossy - Semi,Translucent,10,10,64.8426,9.3054,0,2.1801,1.8506,1.801,3.6516,0,3.731,10.63,0,0,0,0,0.0149,0,0,0,0,0,0,0.2059,0,0,1.0128,0,0,4.4258,0,0,0
16337,Ginger Clear 3,Clear,Glossy - Semi,Translucent,6,10,65.9053,7.6579,2.5048,2.7268,0.9303,3.4073,4.3377,0,10.1186,6.6963,0,0,0,0,0,0,0,0,0,0,0,0.0492,0,0,0,0,0,0.0034,0,0,0
16338,Ginger n' Val's Green Slime (GV Green Slime),Green - Chrome,Glossy,Transparent,6,6,58.9573,11.2785,5.1925,8.1738,1.0412,3.8536,4.8948,0,1.2657,9.4597,0,0,0,0,0.0438,0,0,0.4931,0,0,0,0.1347,0,0,0,0,0,0.1061,0,0,0
16342,Dimo´s Dark Grey,Clear,Glossy,Opaque,6,8,65.6173,6.2516,1.203,4.3757,0.0316,0.2072,0.2389,0,0.2841,13.603,1.2703,0,0,0,0.0114,0,0,0.727,0,0,0,0.8371,0.0525,0,0,0,0,1.4364,0,4.0916,0
16346,M6 -1,Glaze,,,6,6,74.9922,5.6993,1.0764,2.433,1.1209,4.0994,5.2203,0,0.2702,2.443,4.4869,3.101,0,0,0.0016,0,0,0.2386,0,0,0,0.0332,0,0,0,0,0,0.0042,0,0,0
16347,M6 -2,Glaze,,,7,7,72.0546,5.4761,1.0342,2.3377,1.077,3.9388,5.0158,0,0.2596,2.3473,4.3111,2.9796,0,0,0.0015,0,0,0,0,0,0,4.1784,0,0,0,0,0,0.0041,0,0,0
16390,Super Dry Matte Black,Black - Slip-Based,Matte - Dry,Opaque,3,5,55.6319,11.3944,0,28.5435,0.182,0,0.182,0,0.396,0.0775,0,0,0,0,0,0,0,0.4332,0.5614,0,1.0514,0,1.6406,0,0,0,0,0.088,0,0,0
16394,Brainy Crawl,Specialty - Crawling,Satin,Opaque,3,3,51.8982,9.2081,0,11.5717,3.6928,1.6972,5.39,0,17.9745,0.2214,0,0,0,0,0,0,0,0,0,0,0,0.1745,0,0,0,0,0,0,0,3.5616,0
16423,Amber's Gongshow,Iron - Amber,Glossy,,10,11,68.286,6.8897,0.8362,0,2.4041,1.2955,3.6996,0,0.3404,19.0386,0,0,0,0,0.0015,0,0,0,0,0,0,0.7966,0,0,0,0,0,0.1113,0,0,0
16426,Antique Celadon,Iron - Celadon - Blue,Glossy - Semi,Translucent,10,10,55.842,11.2126,0,0,1.6736,1.8471,3.5206,0,0.2034,26.6182,0,0,0,0,0.0274,0,0,0,0.1107,0,0,0.3238,0,0,0,0,0,0.1558,0,0,1.9855
16427,Coleman Iron Blue Celadon #1,Iron - Celadon - Blue,Glossy,Translucent,10,11,71.9284,7.7908,0,0,3.4137,1.5496,4.9632,0,1.5275,9.5478,0,3.2059,0,0,0.0124,0,0,0,0,0,0,0.9892,0,0,0,0,0,0.0347,0,0,0
16428,Tomato Red,Iron,Glossy - Semi,Opaque,10,11,67.6127,7.9624,0,0,1.6278,3.5532,5.181,0,5.6244,8.5098,0,0,0,0,2.2653,0,0,0,0,0,0,2.8223,0,0,0,0,0,0.0222,0,0,0
16475,Chun Seafoam,Glaze,Glossy,Opaque,4,7,63.003,6.2521,0,0,1.1811,2.8506,4.0317,0,0.0726,10.4172,0,0,9.5043,0,0.0059,0,0,0,0,0,0,0.0535,0,0,2.6087,0,0,4.0511,0,0,0
16483,Turquoise chun,Red - Pink,Glossy,Opaque,5,10,63.0594,5.1548,5.9392,0,2.0557,3.9224,5.9781,0,1.3318,16.7709,0,0,0,0,0.0094,0,0,0,0.0162,0,0,0.0544,0,0,0.3882,0,0,0.0244,0,0,1.2731
16503,Temmoku Gold Tea Dust,Iron - Tea Dust,Glossy,Translucent,6,6,62.7082,7.2295,0.8749,5.6413,2.0645,2.541,4.6055,0,3.2217,11.1195,0,0,0,0,0.0016,0,0,0,0,0,0,4.5101,0,0,0,0,0,0.0877,0,0,0
16540,Katz-Burke Matte,Matte,Matte,Opaque,6,6,60.8508,13.1133,3.3324,0,0.9444,4.1384,5.0828,0,0.0938,17.2694,0,0,0,0,0.04,0,0,0,0,0,0,0.1135,0,0,0,0,0,0.104,0,0,0
16543,John's Cash blue,Clear,Glossy,,4,7,62.7227,6.6547,4.4257,2.6429,1.4052,5.1512,6.5564,0,1.1331,10.6296,0,0,1.3962,0,0.0081,0,0,0,0,0,0,0.241,0.562,0,0,0,0,3.0275,0,0,0
16544,John's 3M-4 ( in Mid-Range Book),Matte,Satin - Matte,Opaque,6,7,62.2934,10.503,2.6872,0,0.4224,1.583,2.0054,0,7.5512,14.642,0,0,0,0,0.0552,0,0,0,0,0,0,0.134,0,0,0,0,0,0.1286,0,0,0
16549,YJPP01 - Speckled Yellow,Yellow,Glossy,Opaque,9,10,67.6136,8.7284,1.4979,0,2.7931,0.7489,3.5421,0,1.5873,12.1569,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,3.1418,0,0,1.6649
16554,Harris Tenmoku Red (Copy),"Iron - Kaki, Tomato Red",Satin,Opaque,6,7,63.4659,5.8886,2.1651,0,0.743,2.3877,3.1307,0,8.821,10.451,0,0,0,0,1.486,0,0,0,0,0,0,4.4306,0,0,0,0,0,0.1611,0,0,0
16568,Craz(e)y Kelly Green,Green - Chrome,Glossy,Transparent,6,6,57.5409,11.0101,3.3846,5.9939,1.716,5.9065,7.6224,0,1.1669,12.287,0,0,0,0,0.0223,0,0,0.241,0,0,0,0.0849,0,0,0.593,0,0,0.0529,0,0,0
16570,"VC 611 no chrome, no crazing",Green - Stain,Glossy,Transparent,6,6,58.1994,11.1361,3.4233,6.0625,1.7356,5.9741,7.7097,0,0.8797,12.4276,0,0,0,0,0.0225,0,0,0,0,0,0,0.0858,0,0,0,0,0,0.0535,0,0,0
16573,French Red,Glaze,,Opaque,6,6,64.0962,12.8546,0,0,2.2815,7.4058,9.6873,0,2.9026,6.8909,0,0,3.5081,0,0,0,0,0,0,0,0,0.0602,0,0,0,0,0,0,0,0,0
16579,MA490 - Orange Red (Kaki),"Iron - Kaki, Tomato Red",Glossy,Opaque,9,10,63.8381,8.1545,0,0,3.9637,1.5783,5.542,0,5.9795,9.6232,0,0,0,0,2.7123,0,0,0,0,0,0,4.1504,0,0,0,0,0,0,0,0,0
16584,J6CLD Light bright yellow,Yellow,Glossy,Opaque,9,10,65.6323,8.5703,0,0,4.3066,0,4.3066,0,2.8538,7.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6265,0,0,0
16585,Spot Blue,Glaze,,,6,6,58.3851,5.506,13.552,0,0.2017,2.2879,2.4896,0,3.0926,12.2245,0,0,0,0,0.0505,0,0,0,0,0,0,0.1554,0.592,0,0,0,0,0.1112,0,3.8411,0
16587,DDM223 - Kaki,"Iron - Kaki, Tomato Red",Glossy,Opaque,9,10,65.5739,7.5618,0,0,0.9016,2.8235,3.7251,0,5.4638,9.8055,0,0,0,0,2.8157,0,0,0,0,0,0,5.0542,0,0,0,0,0,0,0,0,0
16643,Tenmoku (IV),Iron - Tenmoku,Glossy,Opaque,7,10,70.5799,10.4707,0,0,0,7.1755,7.1755,0,4.4076,4.8793,0,0,0,0,0,0,0,0,0,0,0,2.487,0,0,0,0,0,0,0,0,0
16646,Zero3 K Low Fire Transparent Glaze G2931K (DigitalFire),Clear,Glossy,Transparent,3,1,53.0837,8.4138,16.4697,0,0.2319,6.6603,6.8922,0,2.1537,12.8271,0,0,0,0,0.0258,0,0,0,0,0,0,0.067,0,0,0,0,0,0.067,0,0,0
16649,Zero3 H Low Fire Transparent Glaze G2931H High Expansion Variant (DigitalFire),Clear,Glossy,Transparent,5,3,55.8292,7.8971,14.2511,0,0.463,8.2548,8.7178,0,0.0342,13.1193,0,0,0,0,0.0244,0,0,0,0,0,0,0.0635,0,0,0,0,0,0.0634,0,0,0
16654,Zero3 L Low Fire Transparent Glaze G2931L Low Expansion Variant (DigitalFire),Clear,Glossy,Transparent,5,3,56.0074,8.7718,15.2585,0,0.9392,2.3168,3.256,0,3.9164,7.7582,2.4383,0.4341,2.0824,0,0.0124,0,0,0,0,0,0,0.0323,0,0,0,0,0,0.0323,0,0,0
16664,Jun (Chun) Variation,Iron - Celadon - Chun,Glossy - Semi,Translucent,10,11,70.6379,6.329,0,0,3.2107,1.4343,4.645,0,3.4088,13.8789,0,0,0,0,0.4264,0,0,0,0,0,0,0.6726,0,0,0,0,0,0.0014,0,0,0
16712,JDB144 Turquoise,Turquoise,Glossy,Opaque,9,10,68.2704,6.3356,0,0,3.1425,1.2432,4.3857,0,0.135,10.6186,0,0,4.3213,0,0.0571,0,0,0,0,0,0,0.1896,0.8267,0,2.5027,0,0,2.3572,0,0,0
16750,Alkaline glossy transparent turquoise,Turquoise,Glossy,Transparent,7,8,61.0077,7.2938,0,2.0861,0,0,0,0,3.6872,13.7442,11.2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9475,0,0,0,0,0,0
16752,Magnesium matte base glaze,Matte - Magnesium Matte,Satin - Matte,Translucent,7,8,60.2742,5.2362,0,0,4.0674,0.0316,4.099,0,13.3396,12.9092,0,0,3.0838,0,0,0,0,0,0,0,0,0.0316,0.0879,0,0.8765,0,0,0.062,0,0,0
16753,Talc satin matte,Matte - Magnesium Matte,Satin - Matte,Translucent,7,8,66.3773,7.7547,0,0,1.928,1.9408,3.8688,0,11.2079,8.2515,0,0,2.4701,0,0,0,0,0,0,0,0,0.0658,0,0,0,0,0,0.0039,0,0,0
16755,Runny alkaline glossy transparent glaze base,Turquoise,Glossy,Transparent,6,8,62.3953,7.8575,7.623,0,0.1226,6.0755,6.1981,0,0.0776,14.9427,0,0,0,0,0,0,0,0,0,0,0,0.0155,0,0,0.8891,0,0,0.0013,0,0,0
16757,Barium matte glaze base,Matte,Matte - Stony,Semi-opaque,7,8,61.3092,7.4483,0,3.761,5.8734,0.0073,5.8808,0,0.0342,0.0082,0,16.3007,3.3893,0,0,0,0,0,0,0,0,0.0202,0,1.8466,0,0,0,0.0017,0,0,0
16758,Leach classic clear,Clear,Satin - Matte,Semi-opaque,6,10,67.5909,10.5598,0,0,1.998,0.911,2.9089,0,0,18.9285,0,0,0,0,0,0,0,0,0,0,0,0.0118,0,0,0,0,0,0,0,0,0
16767,Amber Tea Dust,Iron - Tea Dust,,,8,11,64.2634,8.9834,0,0,4.4409,2.0949,6.5359,0,4.3257,12.9465,0,0,0,0,0.0086,0,0,0,0.0123,0,0,2.8953,0,0,0,0,0,0.029,0,0,0
16770,Amber,Glaze,,,9,11,63.2929,9.3773,0,0,2.5252,1.1897,3.7149,0,1.0857,19.2608,0,0,0,0,0,0,0,0,0.0334,0,0,2.9281,0,0,0,0,0,0.3069,0,0,0
16778,Magnesium crystalline matt,Matte - Magnesium Matte,,Semi-opaque,6,8,63.0275,7.2089,0,0,0.0155,5.6624,5.6779,0,8.4577,10.5807,0,0,4.3392,0,0.0078,0,0,0,0,0,0,0.0202,0.66,0,0,0,0,0.0202,0,0,0
16817,Buttery Grandey,Clear,Satin,Transparent,6,6,61.0471,11.0039,0.4933,0,1.8715,4.2283,6.0998,0,11.8246,7.7457,0,0,0,0,0.0196,0,0,0,0,0,0,0.0599,0,0,0,0,0,0.0509,0,0,1.6552
16827,Danny B's Waterfall Brown,Iron,Satin,Opaque,6,10,59.3527,5.8289,12.9636,0,0.1462,5.3099,5.4561,0,0.1368,11.4908,0,0,0,0,0,0,0,0,0,0,0,3.8586,0,0,0,0,0,0.9125,0,0,0
16829,Ginger Clear 4,Clear,,,6,10,70.0296,7.0306,5.4551,1.6466,0.7973,2.5675,3.3647,0,3.9526,7.697,0,0.6915,0,0,0.014,0,0,0,0,0,0,0.059,0,0,0,0,0,0.0592,0,0,0
16830,Ginger Clear 5,Clear,Glossy,Translucent,6,10,61.5018,5.8375,8.7449,0,2.5087,3.997,6.5057,0,1.0046,12.677,0,3.6632,0,0,0.0081,0,0,0,0,0,0,0.0426,0,0,0,0,0,0.0145,0,0,0
16831,Danny B's Waterfall Brown II,Iron,Satin,Opaque,6,6,62.3273,4.761,12.2967,0,0.1606,5.0347,5.1953,0,0.0592,10.9462,0,0,0,0,0,0,0,0,0,0,0,3.7206,0,0,0,0,0,0.6938,0,0,0
16845,high silica chrome tin red,Glaze,,Semi-opaque,9,11,69.8687,5.6775,0,0,2.125,1.5053,3.6303,0,0.9127,17.1058,0,0,0,0,0,0,0,0.1024,0.0298,0,0,0.1014,0,0,0,0,0,0.0935,0,0,2.4779
16857,Nati Folk,"White, Off-White",Satin - Matte,Semi-opaque,5,4,47.8198,2.9102,10.9631,0,0.5398,5.4814,6.0212,0,7.128,17.8776,0,0,0,0,0,0,0,0,0,0,0,0.7151,0,0,0,0,0,1.5051,0,4.2624,0.7976
16858,frankenstein red (Copper Red E),Red - Copper,,,6,8,70.0254,7.4323,2.3182,0,1.4921,5.1186,6.6107,0,0.7183,12.0966,0.0286,0,0,0,0,0,0,0,0,0,0,0.0255,0,0,0.2807,0,0,0.0035,0,0,0.4602
16861,Van Gilder's Glossy White,Glaze,Glossy,Opaque,6,6,59.4487,6.6495,4.7806,6.6939,1.6322,1.9718,3.604,0,3.5862,8.3365,0,0,0,0,0.0087,0,0,0,0,0,0,1.2459,0,0,0,0,0,0.2018,0,3.3854,2.0588
16943,JDB144 Turquoise (Copy),Turquoise,Glossy,Opaque,9,10,70.6206,7.2003,0,0,5.4404,0.0476,5.488,0,0.0549,11.2626,0,0,4.6233,0,0,0,0,0,0,0,0,0.0608,0.0884,0,0.2678,0,0,0.3333,0,0,0
16946,Simair’s,Crystalline - Macro,Satin,Translucent,6,8,54.1276,2.0309,1.2599,1.6541,1.1226,7.4565,8.579,0,2.6987,3.0732,0,0,20.1236,0,0,0,0,0,0,0,0,0.0267,0.1275,0,0.9819,0,0,5.3168,0,0,0
16950,HTM JV_1,Clear,,Semi-opaque,5,6,62.3972,5.9956,0,0,1.1204,3.627,4.7474,0,8.6226,9.6113,0,0,8.6117,0,0,0,0,0,0,0,0,0.0142,0,0,0,0,0,0,0,0,0
16959,Creamy White,"White, Off-White",Satin - Matte,Opaque,5,6,67.6473,10.7541,0,0,2.3373,2.7004,5.0377,0,0.1957,16.1263,0,0,0,0,0.0132,0,0,0,0,0,0,0.0958,0,0,0,0,0,0.1299,0,0,0
16962,Icelandic Basalt Glaze,Green,,Translucent,5,6,62.6035,7.2441,7.3924,0,1.1492,5.278,6.4272,0,4.0206,10.0244,0,0.02,0,0,0.0906,0,0,0,0.0704,0,0,1.3301,0,0,0,0,0,0.7767,0,0,0
16985,Opal Blue,"White, Off-White",,,10,10,67.0616,6.9075,0,0,1.18,3.7771,4.9571,0,6.3156,8.6505,0,0,2.0522,0,0.0073,0,0,0,0,0,0,0.242,0,0,0,0,0,3.8062,0,0,0
16988,Glossy transparent,Glaze,,,7,9,63.5232,8.4681,7.1545,0,4.3918,0,4.3918,0,1.9812,14.4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16989,Blue pink matt,Purple - Magnesium Matte,Matte - Semi,Semi-opaque,8,10,57.5845,10.6716,0,0,0.2819,5.6261,5.908,0,8.4702,10.4908,0,0,4.2979,0,0,0,0,0,0,0,0,0.0613,0.6537,0,0,0,0,0.0051,0,0,1.8568
16996,Antiquity Bronze,Specialty - Metallic,Satin,Opaque,3,5,43.8198,4.8521,6.6517,1.4725,1.4296,2.1754,3.605,0,2.7143,6.1202,0,0,0,0,0.0599,0,0,0,0,24.2897,0,1.4021,0,2.3858,2.1853,0,0,0.4417,0,0,0
17009,R4 Azul Rut (with Frit 3124),Blue - Cobalt,Glossy,Opaque,4,5,59.647,9.28,3.8572,0,0.091,1.9604,2.0514,0,0,18.2582,0,0,0,0,0,0,0,0,0,0,0,0.2109,2.8608,0,0,0,0,3.8345,0,0,0
17016,Example for How Glazes Work-shop,Glaze,,,6,6,65.5317,9.2522,3.3668,0,1.4524,5.0671,6.5196,0,0.8487,14.3415,0,0,0,0,0.0195,0,0,0,0,0,0,0.0743,0,0,0,0,0,0.0457,0,0,0
17018,Dan Turnidge Crystalline Base,Crystalline,,,5,6,61.3937,1.9475,1.3696,4.4953,1.2062,8.0413,9.2475,0,0,3.3171,0,0,18.2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17033,Sea Foam Green,Glaze,,,10,10,66.5616,4.9037,5.4463,0,2.7691,2.1475,4.9166,0,2.3856,13.9735,0,0,0,0,0.0125,0,0,0,0,0,0,0.0582,0,0,1.7177,0,0,0.0245,0,0,0
17048,KSA 86,Glaze,,,6,6,59.5344,9.7145,0,0,2.0938,4.2271,6.3209,0,0.2276,14.1115,0,0,6.5769,0,0.0049,0,0,0,0,0,0,0.1164,0,0,0,0,0,3.3929,0,0,0
17049,KSA 26,Glaze,,,6,7,51.754,13.8425,0,4.6993,1.9788,6.2644,8.2432,0,0.1319,9.12,0,0,9.2807,0,0.0241,0,0,0,0,0,0,0.0871,0,0,0,0,0,2.8172,0,0,0
17050,KSA 27,Glaze,Matte,Opaque,6,6,56.583,11.0958,1.1635,0,3.3708,3.6989,7.0697,0,0.3786,13.4695,0,0,8.3559,0,0.0021,0,0,0,0,0,0,0.1712,0,0,0,0,0,1.7107,0,0,0
17057,Frey Turquoise Matt,Green - Copper,Matte,Opaque,6,6,56.3239,9.437,0,0,0.0165,9.21,9.2266,0,8.7422,8.6928,6.2927,0,0,0,0,0,0,0,0,0,0,0.034,0,0,1.2509,0,0,0,0,0,0
17068,Low Chappell Floating Blue,Blue,Glossy,Opaque,5,3,52.4347,3.0857,13.0202,0,1.1193,6.5099,7.6293,0,1.6937,17.6552,0,0,0,0,0,0,0,0,0,0,0,0.8959,0.7763,0,0,0,0,2.809,0,0,0
17070,Selsor Temmoku,Iron - Tenmoku,Glossy,Translucent,5,6,64.0057,8.8718,3.1899,0,1.8725,6.5009,8.3734,0,0.8783,10.2532,0,0,0,0,0.0058,0,0,0,0,0,0,4.4114,0,0,0,0,0,0.0104,0,0,0
17072,Hansen 20 x 5 Base,Clear,Glossy,,6,6,68.1267,6.9846,4.3448,0,1.4388,2.8209,4.2597,0,0.0336,16.0936,0,0,0,0,0.024,0,0,0,0,0,0,0.0706,0,0,0,0,0,0.0624,0,0,0
17083,Olga White,"White, Off-White",Satin,Opaque,6,6,62.4424,9.729,0,0,8.1082,0,8.1082,0,0,10.9475,0,0,5.0419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7311,0
17086,Aqua Blue Celadon Liner,Iron - Celadon - Blue,Glossy,Transparent,10,10,71.7362,7.5515,0,0,2.5797,1.1627,3.7424,0,2.074,13.8031,0,0.3529,0,0,0,0,0,0,0,0,0.3034,0.4329,0,0,0,0,0,0.0036,0,0,0
17089,Crystal Base 203,Crystalline,Glossy - Semi,Transparent,6,6,46.3611,0.3953,9.9678,0,0.0214,5.0814,5.1028,0,0.0999,10.8237,0,0,20.5152,0,0,0,0,0,0,0,0,0.0441,0,0,0,0,0,6.6901,0,0,0
17110,MM White,"White, Off-White",Matte - Semi,Opaque,5,5,65.1585,6.5916,0,0,4.9575,0,4.9575,0,0,9.6637,0,0,10.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4557,0,0,0
17115,KSA 87,Glaze,,,6,6,49.0326,12.7831,3.654,6.9688,1.9352,6.6284,8.5636,0,0.9466,13.2896,0,0,0,0,0.0267,0,0,0,0,0,0,0.0996,0,0,0,0,0,4.6354,0,0,0
17117,KSA 94,Glaze,,,6,6,60.2589,8.951,3.1647,6.5385,1.4895,3.7247,5.2142,0,0.8251,9.7146,0,0,0,0,0.0208,0,0,0,0,0,0,0.0874,0,0,0,0,0,5.2248,0,0,0
17118,KSA 49,Crystalline,,Transparent,6,6,61.3937,1.9475,1.3696,4.4953,1.2062,8.0413,9.2475,0,0,3.3171,0,0,18.2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17163,Calcined kaolin example,Glaze,Matte,,6,6,58.0837,13.2667,3.5948,0,1.4035,4.8078,6.2112,0,0.9264,17.638,0,0,0,0,0.0422,0,0,0,0,0,0,0.1325,0,0,0,0,0,0.1044,0,0,0
17200,St Helen/Calbuco,Ash,Satin,Translucent,6,6,56.3016,8.8245,0,0,4.4714,1.5416,6.0129,0,2.1724,13.092,0,0,6.6543,0,0.0167,0,0,0,0,0,0,0.6666,0,0,0,0,0,6.2589,0,0,0
17204,Tamara/Calbuco,Ash,Glossy - Semi,Translucent,6,6,57.2941,8.0551,0,0,4.0546,1.134,5.1886,0,2.1024,15.1669,0,0,6.8326,0,0.0122,0,0,0,0,0,0,5.2291,0,0,0,0,0,0.1189,0,0,0
17221,Randy's Red using Colemanite,Red,Satin,Opaque,5,6,55.9596,4.1209,14.7082,0,0.6153,1.992,2.6073,0,7.0047,9.9703,0,0,0,0,0,0,0,0,0,0,0,5.6289,0,0,0,0,0,0,0,0,0
17222,Selsor Blue Using Colemanite,Blue - Rutile,Glossy,Semi-opaque,5,7,61.8766,8.7297,6.0361,0,1.8243,5.9243,7.7486,0,0.1581,11.4648,0,0,0,0,0,0,0,0,0,0,0,0.2572,0,0,0,0,0,3.7289,0,0,0
17228,Azul Turquesa,Turquoise,Satin,Semi-opaque,5,6,61.4063,4.677,5.629,0,0.0143,4.479,4.4934,0,6.5209,10.2337,0,0,5.11,0,0,0,0,0,0,0,0,0.0295,0,0,1.9002,0,0,0,0,0,0
17248,Yellow Standing O,Iron - Amber,Glossy,Translucent,6,6,57.4897,6.41,12.0065,4.2486,3.088,12.2373,15.3253,0,0.0122,2.4958,0,0,0,0,0,0,0,0,0,0,0,2.0119,0,0,0,0,0,0,0,0,0
17262,WTF purple,Specialty,Glossy,Translucent,6,6,62.9207,8.9732,4.3473,0,1.7337,5.9536,7.6872,0,1.0896,14.8939,0,0,0,0,0.0079,0,0,0,0,0,0,0.0648,0,0,0,0,0,0.0155,0,0,0
17264,Bubble Base (Rare Earth Pink),Clear,Glossy,Translucent,6,6,64.5108,9.0942,4.3909,0,1.0247,3.76,4.7847,0,4.5746,12.4383,0,0,0,0,0.0312,0,0,0,0,0,0,0.1006,0,0,0,0,0,0.0745,0,0,0
17265,Marina Ash,Ash,Glossy,Translucent,6,6,56.3434,8.1026,2.9736,0,5.9301,6.4114,12.3414,0,3.9434,10.4483,0,0,0,0,2.1352,0,0,0,0,0,0,1.3748,0,0,0,0,0,2.3372,0,0,0
17271,Waxy Celadon,Iron - Celadon,Satin,Semi-opaque,10,11,69.9953,10.8619,0,0,2.4961,0.978,3.4741,0,1.7281,13.6494,0,0,0,0,0,0,0,0,0,0,0,0.2839,0,0,0,0,0,0.0072,0,0,0
17282,Nigel Wood Jun Variation for NCC,Iron - Celadon - Chun,Glossy - Semi,Translucent,10,11,73.0064,6.564,0,0,3.435,1.5393,4.9744,0,2.5026,11.7605,0,0,0,0,0.4061,0,0,0,0,0,0,0.7848,0,0,0,0,0,0.0013,0,0,0
17313,Selsor Chun,Iron - Celadon - Chun,Glossy,Semi-opaque,4,7,68.1559,4.3171,3.693,0,0.9876,4.2563,5.244,0,2.2016,13.3076,0,0,2.4143,0,0,0,0,0,0,0,0,0.2319,0,0,0,0,0,0,0,0,0.4346
17332,Leach 4321 + 10%frit,"White, Off-White",Glossy - Semi,Translucent,4,5,71.1151,7.7916,1.0233,0,4.8957,1.3637,6.2594,0,0.0964,13.6947,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0.0081,0,0,0
17334,Tommy's Base #3 Revised,Clear,Glossy,Transparent,1,1,60.8935,10.2465,8.4743,0,1.1452,7.79,8.9352,0,1.7193,9.3852,0,0,0,0,0.0555,0,0,0,0,0,0,0.1573,0,0,0,0,0,0.1333,0,0,0
17336,Tommy's Purple,Purple - Manganese,Satin - Matte,Opaque,1,1,60.2391,10.1364,8.3832,0,1.1329,7.7063,8.8391,0,1.7008,9.2843,0,0,0,0,0.0549,0,0,0,0,0.7565,0,0.1556,0.3181,0,0,0,0,0.1319,0,0,0
17337,Tommy's Green,Green - Chrome,Satin - Matte,Opaque,1,1,59.9826,10.0933,8.3475,0,1.128,7.6735,8.8015,0,1.6936,9.2448,0,0,0,0,0.0547,0,0,0.4958,0,0,0,0.1549,0,0,0,0,0,0.1313,0,0,1
17339,Tommy's Random Glaze,Iron,Glossy,Translucent,1,1,60.297,10.1462,8.3913,0,1.1339,7.7137,8.8476,0,1.7025,9.2932,0,0,0.9307,0,0.0549,0,0,0.0299,0,0,0,0.1747,0,0,0,0,0,0.132,0,0,0
17340,Tommy's Mottled Green,Green - Chrome,Matte - Smooth,Opaque,1,1,57.5309,9.6807,8.0063,0,1.0819,7.3598,8.4418,0,1.6244,8.8669,0,0,0,0,0.0524,0,0,1.9021,0,0,0,0.1486,0,0,0,0,0,3.7458,0,0,0
17343,Earthenware glossy transparent John Solly,Clear,Glossy,Transparent,4,2,56.2705,6.1763,18.4478,0,0.1242,3.3898,3.514,0,0.1242,15.4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17344,Val's Ice Cream Matte (VC D) (Copy),"White, Off-White",Matte - Smooth,Opaque,6,6,58.079,10.9945,0,0,1.9065,4.0903,5.9968,0,0.0732,14.8129,0,0,7.9506,0,0.0198,0,0,0,0,0,0,0.0606,0,0,0,0,0,0.0514,0,1.9612,0
